method,status,pair,from_camera,to_camera,translation_error_cm,rotation_error_deg,baseline_error_cm,direction_error_deg,gt_baseline_m,est_baseline_m,available_cameras,missing_cameras,source,failure_reason,note,est_pitch_deg,est_roll_deg,est_rvec_x,est_rvec_y,est_rvec_z,est_tx_m,est_ty_m,est_tz_m,est_yaw_deg,gt_pitch_deg,gt_roll_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z,gt_tx_m,gt_ty_m,gt_tz_m,gt_yaw_deg
AP01,OK,cam0-cam1,cam_edge_0,cam_edge_1,54.158232266938725,4.623122535118067,20.049708555716972,5.579485475776267,5.069131069576643,5.269628155133812,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,56.42654912526754,120.67342741854777,-0.0018903929042292404,1.9195949749089207,0.7133536152762961,-4.586747080533389,-1.475238903495701,2.1341045640291902,146.1312480764288,57.450670973219815,115.90214977992046,0.059735247464964884,1.862313170365479,0.6890226811483596,-4.590674262084118,-0.9808404021811508,1.913047758273379,138.4497834938831
AP01,OK,cam0-cam3,cam_edge_0,cam_edge_3,49.72899412888767,4.826059939026522,8.398541375079471,7.278640053597152,3.819152918656321,3.903138332407116,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,53.45950546972185,21.435947866632628,0.008076397764628837,0.9934757819408357,0.47035932772723316,-3.8530359286304314,-0.580288305830973,0.22774647462616948,40.265801356958434,50.53923196926396,21.20580374270508,0.057800683779278175,0.9425257326838135,0.4222289727329982,-3.81680220975047,-0.1063958311610107,0.0814237977288359,36.24433498574047
AP01,OK,cam0-cam5,cam_edge_0,cam_edge_5,53.74901092970905,4.383791202706791,25.861298536152244,4.877098872321342,5.6679279645010325,5.40931497913951,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-60.32878539911054,117.3286607301394,0.05259295108615121,-1.8438171373304166,-0.6234705125170747,5.118673848732481,-0.33184427084332613,1.7174824464179388,-137.75860382855333,-59.18839253897587,121.10918727720495,-0.005927455730751903,-1.890899029153531,-0.659747852386118,5.239989224744797,-0.7565583592593794,2.023744001687466,-144.80607014753681
AP01,OK,cam1-cam3,cam_edge_1,cam_edge_3,9.9117812816249,0.3083434178214181,5.7945072626551575,2.0935118287336505,2.1721826797050396,2.230127752331591,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-52.03846329535195,5.031919054336268,-0.07444988808342734,-0.9114328279694852,-0.27857060513969045,1.5272480293496364,-0.3982096768808595,1.5755672952323072,-19.62669956064106,-52.158716168945,5.145378882018563,-0.07152290562849595,-0.9138098031455153,-0.27444766234862317,1.5443865298310695,-0.3757221990345858,1.4805676849234315,-19.440987313922378
AP01,OK,cam1-cam5,cam_edge_1,cam_edge_5,32.0304334848753,2.2307318859999956,5.242754379702141,1.8460551432921115,9.833844654272022,9.781417110475001,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,45.14908524398957,134.32382005907584,0.02244997772630646,2.172025758852397,0.7234670059525355,-3.7569355027167033,-2.2727946720230006,8.740478287619263,158.9536048806458,43.91477015093176,133.3021054862451,0.07074491249427355,2.174340618010422,0.7301083985994897,-3.9715362540357773,-2.490397692472714,8.644612183352152,156.5275178587406
AP01,OK,cam3-cam5,cam_edge_3,cam_edge_5,30.81442794633492,2.4881371604493996,18.756947914148903,1.5240686544621567,9.285515073252315,9.097945594110826,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-6.764450106,140.517714515,-0.10084983472833936,-2.858886257907394,-1.0286278365596877,2.974685179,-2.839716773,8.115409464,178.38931778,-7.866545909544569,141.70501809791045,-0.15963022206593686,-2.8589394874323952,-0.9996874983186076,2.8983748134908356,-3.1018777282117975,8.2582424386392,176.3434827013253
AP02,OK,cam0-cam1,cam_edge_0,cam_edge_1,3.9666478624616976,0.691911931907807,1.6428714199124173,0.4074247427501476,5.069131069576643,5.085559783775767,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,57.29145250763656,114.65535487181354,0.06513564890030966,1.8531082892552746,0.6979323275792205,-4.620505807822502,-0.9752887230944856,1.8875000134677296,137.36148686120745,57.450670973219815,115.90214977992046,0.059735247464964884,1.862313170365479,0.6890226811483596,-4.590674262084118,-0.9808404021811508,1.913047758273379,138.4497834938831
AP02,OK,cam0-cam3,cam_edge_0,cam_edge_3,3.2969513722426513,0.541673753730296,0.8349705927263251,0.4779704016162747,3.819152918656321,3.8275026245835844,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,50.07586333600322,21.63698724200859,0.06532924996516094,0.9370685445005246,0.4254454142311629,-3.8260827639730843,-0.07664920240796858,0.07065355045947985,36.52258334152959,50.53923196926396,21.20580374270508,0.057800683779278175,0.9425257326838135,0.4222289727329982,-3.81680220975047,-0.1063958311610107,0.0814237977288359,36.24433498574047
AP02,OK,cam0-cam5,cam_edge_0,cam_edge_5,6.269592373517345,0.30769701443801656,5.830149461935186,0.23190797207939903,5.6679279645010325,5.726229459120384,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-58.914448766649464,120.84853482127018,-0.0014183405639986082,-1.8917192570000583,-0.663972338921572,5.289601722088603,-0.7488971865684639,2.061303093706808,-144.54172861912963,-59.18839253897587,121.10918727720495,-0.005927455730751903,-1.890899029153531,-0.659747852386118,5.239989224744797,-0.7565583592593794,2.023744001687466,-144.80607014753681
AP02,OK,cam1-cam3,cam_edge_1,cam_edge_3,1.0868996513151874,0.16492980314859534,0.4877730776087219,0.255913987930302,2.1721826797050396,2.177060410481127,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-52.00762748248418,5.232482454072739,-0.07049520386922574,-0.9113890972046667,-0.2757546711705153,1.5418809232156516,-0.3734191441931016,1.4908901342010399,-19.548549049386583,-52.158716168945,5.145378882018563,-0.07152290562849595,-0.9138098031455153,-0.27444766234862317,1.5443865298310695,-0.3757221990345858,1.4805676849234315,-19.440987313922378
