residual_evaluation_index,source,solver_iteration,solver_nfev,elapsed_seconds,robust_cost,reprojection_rmse_px,mean_reprojection_error_px,maximum_reprojection_error_px,parameter_step_norm
1,initial_diagnostic,,,0.001168410999525804,1240.491751771769,8.92950798794151,3.435789691886211,43.88967023876593,
2,solver_residual_call,,,0.003763341999729164,1240.491751771769,8.92950798794151,3.435789691886211,43.88967023876593,0.0
3,solver_residual_call,,,0.005232016002992168,1240.4917517347503,8.9295079879071,3.43578968994606,43.88967023876593,3.0444975429588794e-08
4,solver_residual_call,,,0.006527562996780034,1240.4917517817823,8.929507987951062,3.4357896917925737,43.88967023876593,3.389603419034883e-08
5,solver_residual_call,,,0.0077278329990804195,1240.4917517583897,8.929507987928865,3.4357896922242293,43.88967023876593,2.1073424255447017e-08
6,solver_residual_call,,,0.0088960799985216,1240.4917517835447,8.92950798795261,3.4357896919013573,43.88967023876593,2.1073424255447017e-08
7,solver_residual_call,,,0.010095831996295601,1240.4917517839613,8.92950798795301,3.435789691824956,43.88967023876593,2.7639006758119782e-08
8,solver_residual_call,,,0.011453639999672305,1240.4917518246848,8.929507987990995,3.435789692991928,43.88967023876593,4.2531754089344024e-08
9,solver_residual_call,,,0.012697951999143697,1240.4921498370052,8.929508842006701,3.435790819651559,43.88967023876593,3.9469237827369964e-08
10,solver_residual_call,,,0.014051131998712663,1240.4925157075356,8.929509619513698,3.4357917894533663,43.88967023876593,3.133811896276989e-08
11,solver_residual_call,,,0.015332141003455035,1240.4916831372639,8.929507808300126,3.43578937169796,43.88967023876593,3.2943862972790416e-08
12,solver_residual_call,,,0.01658422999753384,1240.4918744364074,8.929508247748238,3.4357900334941536,43.88967023876593,6.340637681541481e-08
13,solver_residual_call,,,0.017751359002431855,1240.4917385703327,8.929507971029375,3.4357896807965886,43.88967023876593,6.203589364175156e-08
14,solver_residual_call,,,0.018970395001815632,1240.4915301450128,8.92950751079716,3.435789060942407,43.88967023876593,3.5523048305708354e-08
15,solver_residual_call,,,0.020127939998928923,1240.4919760395753,8.929511147473164,3.43579018537575,43.889686846063036,4.100274889039776e-08
16,solver_residual_call,,,0.021307905997673515,1240.492091883044,8.929510123123336,3.4357902342757263,43.889679128741996,2.9384139692857908e-08
17,solver_residual_call,,,0.022508347996335942,1240.4920156213993,8.929508913155013,3.435790104751527,43.88967365343609,2.1073424255447017e-08
18,solver_residual_call,,,0.023641305000637658,1240.4916292131632,8.929507630099453,3.435789519085508,43.88966961043618,5.1138738334181505e-08
19,solver_residual_call,,,0.02481126200291328,1240.491887006109,8.929508658529697,3.435789906260829,43.88967312706549,5.413559549642879e-08
20,solver_residual_call,,,0.026035346003482118,1240.4916539050816,8.929506889007884,3.435789485643822,43.889664721808735,3.866344989192e-08
21,solver_residual_call,,,0.027255815999524202,1240.491751781355,8.92950798795043,3.435789692340899,43.88967023876593,3.607357115559823e-08
22,solver_residual_call,,,0.028781683002307545,1240.4917518099132,8.92950798797704,3.435789694057872,43.88967023876593,3.4536462972982724e-08
23,solver_residual_call,,,0.029973265998705756,1240.4917517851627,8.929507987954022,3.435789692694102,43.88967023876593,3.272361463790532e-08
24,solver_residual_call,,,0.031146435998380184,1240.4917517975314,8.929507987965506,3.4357896929975005,43.88967023876593,4.168174231682627e-08
25,solver_residual_call,,,0.03233995600021444,1240.4917517739068,8.929507987943504,3.4357896922880258,43.88967023876593,4.168174231682627e-08
26,solver_residual_call,,,0.03348266900138697,1240.4917517891677,8.9295079879578,3.4357896921139153,43.88967023876593,5.179205285028712e-08
27,solver_residual_call,,,0.03470324500085553,1240.491751771722,8.929507987941465,3.4357896918674657,43.88967023876593,5.179205285028712e-08
28,solver_residual_call,,,0.036066146996745374,1240.4917517718804,8.929507987941612,3.435789691926189,43.88967023876593,2.174513450533205e-08
29,solver_residual_call,,,0.03723785300098825,1240.491751771875,8.929507987941607,3.435789691924547,43.88967023876593,3.2781271415144325e-08
30,solver_residual_call,,,0.03838580699812155,1240.4917517717317,8.929507987941474,3.4357896918707684,43.88967023876593,5.755403912567924e-08
31,solver_residual_call,,,0.03952066900092177,1240.4917517721528,8.929507987941866,3.435789691956099,43.88967023876593,9.945703686806613e-08
32,solver_residual_call,,,0.040595657999801915,1240.491751771725,8.929507987941468,3.4357896918866375,43.88967023876593,8.732173185229486e-08
33,solver_residual_call,,,0.04184070899646031,1240.4917519280343,8.929507988089846,3.435789692692205,43.88967023876593,2.1073424255447017e-08
34,solver_residual_call,,,0.042957201003446244,1240.4917518177026,8.92950798798501,3.4357896928422615,43.88967023876593,2.1073424255447017e-08
